,試合数,総局数,ポイント,平着,1位,2位,3位,4位,トップ率,連対率,ラス回避率,ベストスコア,平均打点,副露率,リーチ率,アガリ率,放銃率,放銃平均打点,チーム
園田 賢,2.0,19.0,43.4,2.0,1.0,0.0,1.0,0.0,0.5,0.5,1.0,37300.0,5200.0,0.36,0.21,0.26,0.0,0.0,drivens
村上 淳,2.0,22.0,-38.8,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,30000.0,2466.66,0.31,0.22,0.13,0.04,8000.0,drivens
鈴木 たろう,1.0,10.0,-23.1,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16900.0,3300.0,0.2,0.0,0.2,0.2,6600.0,drivens
丸山 奏子,1.0,14.0,-86.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-26000.0,0.0,0.07,0.28,0.0,0.14,9200.0,drivens
二階堂 亜樹,1.0,10.0,-45.3,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14700.0,4500.0,0.2,0.2,0.2,0.2,10000.0,EX
勝又 健志,1.0,11.0,-53.7,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6300.0,7300.0,0.0,0.27,0.18,0.18,12200.0,EX
松ヶ瀬 隆弥,1.0,14.0,71.2,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,51200.0,11000.0,0.28,0.28,0.28,0.0,0.0,EX
二階堂 瑠美,3.0,30.0,-60.6,3.0,1.0,0.0,0.0,2.0,0.33,0.33,0.33,38700.0,5600.0,0.13,0.16,0.13,0.26,5625.0,EX
内川 幸太郎,1.0,10.0,79.6,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,59600.0,8300.0,0.4,0.1,0.4,0.1,2000.0,sakura
岡田 紗佳,1.0,8.0,-16.6,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23400.0,2700.0,0.12,0.37,0.12,0.25,1150.0,sakura
堀 慎吾,2.0,28.0,-33.1,3.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,27300.0,6242.85,0.32,0.17,0.25,0.25,4485.71,sakura
渋川 難波,2.0,24.0,30.6,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,39900.0,7333.33,0.33,0.12,0.25,0.16,3650.0,sakura
滝沢 和典,2.0,23.0,6.4,2.5,0.0,1.0,1.0,0.0,0.0,0.5,1.0,44200.0,8166.66,0.13,0.26,0.26,0.04,6400.0,konami
佐々木 寿人,2.0,26.0,79.3,1.5,1.0,1.0,0.0,0.0,0.5,1.0,1.0,41100.0,8300.0,0.19,0.3,0.23,0.07,4850.0,konami
高宮 まり,1.0,11.0,13.7,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,33700.0,7533.33,0.18,0.18,0.27,0.09,8000.0,konami
伊達 朱里紗,1.0,10.0,78.8,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,58800.0,12175.0,0.2,0.2,0.4,0.1,8000.0,konami
多井 隆晴,1.0,19.0,57.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,37500.0,5216.66,0.0,0.26,0.31,0.15,2800.0,abemas
白鳥 翔,1.0,10.0,-25.4,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14600.0,2950.0,0.1,0.1,0.2,0.1,8000.0,abemas
松本 吉弘,2.0,19.0,75.9,1.5,1.0,1.0,0.0,0.0,0.5,1.0,1.0,49300.0,5500.0,0.36,0.21,0.36,0.15,4200.0,abemas
日向 藍子,2.0,21.0,66.2,1.5,1.0,1.0,0.0,0.0,0.5,1.0,1.0,37700.0,8300.0,0.23,0.23,0.19,0.04,8000.0,abemas
魚谷 侑未,2.0,26.0,50.2,2.0,1.0,0.0,1.0,0.0,0.5,0.5,1.0,40400.0,9020.0,0.19,0.26,0.19,0.07,1800.0,sega_summy
近藤 誠一,1.0,10.0,-35.8,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4200.0,2000.0,0.2,0.3,0.1,0.0,0.0,sega_summy
茅森 早香,1.0,10.0,-64.4,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4400.0,0.0,0.2,0.3,0.0,0.3,6600.0,sega_summy
東城 りお,2.0,28.0,8.9,2.5,1.0,0.0,0.0,1.0,0.5,0.5,0.5,35700.0,7966.66,0.03,0.25,0.1,0.07,2750.0,sega_summy
萩原 聖人,1.0,12.0,-17.1,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22900.0,4000.0,0.0,0.16,0.16,0.0,0.0,raiden
瀬戸熊 直樹,2.0,25.0,3.8,2.5,0.0,1.0,1.0,0.0,0.0,0.5,1.0,33200.0,8685.71,0.08,0.28,0.28,0.08,10000.0,raiden
黒沢 咲,1.0,11.0,68.3,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,48300.0,8000.0,0.0,0.27,0.27,0.0,0.0,raiden
本田 朋広,2.0,21.0,-111.2,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6700.0,8000.0,0.28,0.23,0.09,0.14,6133.33,raiden
小林 剛,1.0,19.0,-18.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22000.0,4666.66,0.31,0.1,0.31,0.26,6660.0,u-next
瑞原 明奈,1.0,10.0,14.9,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,34900.0,13800.0,0.0,0.2,0.2,0.1,2000.0,u-next
鈴木 優,2.0,21.0,-59.0,3.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,22500.0,6100.0,0.09,0.28,0.14,0.14,7866.66,u-next
仲林 圭,2.0,24.0,-60.6,3.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,30200.0,6266.66,0.33,0.12,0.12,0.16,8975.0,u-next
