,試合数,総局数,ポイント,平着,1位,2位,3位,4位,トップ率,連対率,ラス回避率,ベストスコア,平均打点,副露率,リーチ率,アガリ率,放銃率,放銃平均打点,チーム
多井 隆晴,19.0,240.0,-61.7,2.47,4.0,6.0,5.0,4.0,0.21,0.52,0.78,60400.0,5090.9,0.21,0.19,0.22,0.12,5283.33,abemas
白鳥 翔,19.0,246.0,-106.5,2.63,4.0,4.0,6.0,5.0,0.21,0.42,0.73,77200.0,6040.0,0.24,0.16,0.18,0.12,4735.48,abemas
松本 吉弘,19.0,246.0,94.4,2.36,5.0,7.0,2.0,5.0,0.26,0.63,0.73,57100.0,6900.0,0.23,0.21,0.23,0.1,7207.4,abemas
日向 藍子,17.0,183.0,114.4,2.29,3.0,7.0,6.0,1.0,0.17,0.58,0.94,65800.0,7402.77,0.17,0.18,0.19,0.08,4653.33,abemas
魚谷 侑未,21.0,265.0,-262.3,2.8,3.0,5.0,6.0,7.0,0.14,0.38,0.66,43400.0,6362.5,0.23,0.2,0.15,0.09,5330.76,sega_summy
近藤 誠一,15.0,185.0,-220.4,2.8,2.0,4.0,4.0,5.0,0.13,0.4,0.66,53300.0,6620.68,0.22,0.23,0.15,0.1,7165.0,sega_summy
茅森 早香,20.0,280.0,-89.5,2.62,3.0,6.0,7.0,4.0,0.15,0.45,0.8,90000.0,7201.85,0.2,0.23,0.19,0.11,6796.96,sega_summy
東城 りお,18.0,230.0,281.8,2.16,7.0,4.0,4.0,3.0,0.38,0.61,0.83,69500.0,7933.33,0.16,0.21,0.22,0.09,6490.9,sega_summy
萩原 聖人,15.0,190.0,-276.6,2.86,2.0,5.0,1.0,7.0,0.13,0.46,0.53,40200.0,5975.0,0.12,0.2,0.14,0.11,5763.63,raiden
瀬戸熊 直樹,20.0,239.0,-65.5,2.5,3.0,8.0,5.0,4.0,0.15,0.55,0.8,53900.0,6274.0,0.14,0.22,0.2,0.08,5450.0,raiden
黒沢 咲,19.0,250.0,-56.0,2.68,4.0,2.0,9.0,4.0,0.21,0.31,0.78,112700.0,6941.66,0.07,0.26,0.19,0.08,6142.85,raiden
本田 朋広,22.0,277.0,281.7,2.18,11.0,3.0,1.0,7.0,0.5,0.63,0.68,63900.0,6647.69,0.25,0.22,0.23,0.11,6293.75,raiden
小林 剛,19.0,245.0,-23.9,2.63,5.0,2.0,7.0,5.0,0.26,0.36,0.73,67200.0,5740.98,0.33,0.2,0.24,0.11,5859.25,u-next
瑞原 明奈,16.0,195.0,279.5,2.06,7.0,3.0,4.0,2.0,0.43,0.62,0.87,73800.0,6730.95,0.24,0.21,0.21,0.07,4928.57,u-next
鈴木 優,19.0,232.0,-45.7,2.47,3.0,6.0,8.0,2.0,0.15,0.47,0.89,46600.0,5900.0,0.28,0.21,0.18,0.08,4665.0,u-next
仲林 圭,20.0,239.0,-132.8,2.6,4.0,6.0,4.0,6.0,0.2,0.5,0.7,47900.0,6189.79,0.3,0.23,0.2,0.1,7157.69,u-next
