,試合数,総局数,ポイント,平着,1位,2位,3位,4位,トップ率,連対率,ラス回避率,ベストスコア,平均打点,副露率,リーチ率,アガリ率,放銃率,放銃平均打点,チーム
茅森 早香,12.0,164.0,-14.9,2.41,2.0,5.0,3.0,2.0,0.16,0.58,0.83,62100.0,8086.66,0.2,0.28,0.18,0.15,5692.0,sega_summy
東城 りお,9.0,109.0,-10.9,2.66,2.0,2.0,2.0,3.0,0.22,0.44,0.66,77200.0,6118.51,0.21,0.21,0.24,0.11,4141.66,sega_summy
萩原 聖人,11.0,133.0,-146.3,2.81,1.0,3.0,4.0,3.0,0.09,0.36,0.72,38600.0,6592.0,0.12,0.29,0.18,0.12,5323.52,raiden
瀬戸熊 直樹,11.0,121.0,-181.7,3.0,2.0,2.0,1.0,6.0,0.18,0.36,0.45,48400.0,6821.05,0.13,0.24,0.15,0.15,5142.1,raiden
黒沢 咲,11.0,143.0,-70.5,2.63,3.0,2.0,2.0,4.0,0.27,0.45,0.63,53500.0,6542.85,0.09,0.23,0.19,0.1,6673.33,raiden
本田 朋広,13.0,163.0,-182.9,2.8,1.0,4.0,4.0,4.0,0.07,0.38,0.69,47400.0,6254.16,0.22,0.17,0.14,0.11,5844.44,raiden
小林 剛,11.0,127.0,-107.6,2.77,1.0,2.0,6.0,2.0,0.09,0.27,0.81,40800.0,5977.77,0.29,0.19,0.21,0.11,5560.0,u-next
朝倉 康心,14.0,186.0,132.1,2.28,4.0,5.0,2.0,3.0,0.28,0.64,0.78,102400.0,6300.0,0.25,0.25,0.24,0.09,7183.33,u-next
石橋 伸洋,10.0,116.0,-158.3,2.9,1.0,2.0,4.0,3.0,0.1,0.3,0.7,58600.0,6876.19,0.25,0.2,0.18,0.12,6178.57,u-next
瑞原 明奈,11.0,120.0,119.7,2.09,3.0,6.0,0.0,2.0,0.27,0.81,0.81,43300.0,5370.0,0.16,0.3,0.25,0.07,3377.77,u-next
