,試合数,総局数,ポイント,平着,1位,2位,3位,4位,トップ率,連対率,ラス回避率,ベストスコア,平均打点,副露率,リーチ率,アガリ率,放銃率,放銃平均打点,チーム
内川 幸太郎,3.0,33.0,29.3,2.33,1.0,0.0,2.0,0.0,0.33,0.33,1.0,45400.0,4120.0,0.24,0.24,0.15,0.0,0.0,sakura
岡田 紗佳,2.0,25.0,-3.7,2.5,0.0,1.0,1.0,0.0,0.0,0.5,1.0,32500.0,4866.66,0.16,0.2,0.24,0.04,8000.0,sakura
沢崎 誠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sakura
堀 慎吾,7.0,92.0,52.1,2.28,2.0,2.0,2.0,1.0,0.28,0.57,0.85,47000.0,7137.5,0.16,0.2,0.17,0.04,6700.0,sakura
滝沢 和典,3.0,42.0,-59.6,3.0,1.0,0.0,0.0,2.0,0.33,0.33,0.33,40100.0,10200.0,0.11,0.14,0.09,0.19,3962.5,konami
佐々木 寿人,3.0,42.0,-75.1,3.0,0.0,1.0,1.0,1.0,0.0,0.33,0.66,34000.0,7975.0,0.11,0.26,0.09,0.04,4500.0,konami
高宮 まり,3.0,31.0,-32.5,3.0,1.0,0.0,0.0,2.0,0.33,0.33,0.33,47100.0,5783.33,0.22,0.35,0.19,0.19,5533.33,konami
伊達 朱里紗,3.0,35.0,15.8,2.33,1.0,1.0,0.0,1.0,0.33,0.66,0.66,40900.0,7366.66,0.17,0.22,0.17,0.08,10666.66,konami
多井 隆晴,4.0,58.0,-89.0,3.25,1.0,0.0,0.0,3.0,0.25,0.25,0.25,40500.0,4681.81,0.31,0.17,0.18,0.08,6540.0,abemas
白鳥 翔,3.0,36.0,51.6,2.0,1.0,1.0,1.0,0.0,0.33,0.66,1.0,51400.0,7337.5,0.19,0.25,0.22,0.05,4750.0,abemas
松本 吉弘,3.0,33.0,-8.0,2.5,0.0,1.0,2.0,0.0,0.0,0.33,1.0,43500.0,5060.0,0.3,0.15,0.15,0.06,4500.0,abemas
日向 藍子,2.0,23.0,37.6,2.0,1.0,0.0,1.0,0.0,0.5,0.5,1.0,37500.0,7266.66,0.13,0.04,0.13,0.08,1950.0,abemas
魚谷 侑未,3.0,39.0,32.3,2.0,1.0,1.0,1.0,0.0,0.33,0.66,1.0,36100.0,7562.5,0.28,0.23,0.2,0.2,4662.5,sega_summy
近藤 誠一,5.0,63.0,31.6,2.4,1.0,2.0,1.0,1.0,0.2,0.6,0.8,58300.0,6190.9,0.15,0.31,0.17,0.04,4400.0,sega_summy
茅森 早香,2.0,24.0,14.7,2.25,0.0,1.0,1.0,0.0,0.0,0.5,1.0,41100.0,7480.0,0.25,0.2,0.2,0.04,5200.0,sega_summy
東城 りお,2.0,24.0,2.9,2.5,1.0,0.0,0.0,1.0,0.5,0.5,0.5,34100.0,6380.0,0.16,0.33,0.2,0.12,10666.66,sega_summy
