,試合数,総局数,ポイント,平着,1位,2位,3位,4位,トップ率,連対率,ラス回避率,ベストスコア,平均打点,副露率,リーチ率,アガリ率,放銃率,放銃平均打点,チーム
滝沢 和典,4.0,49.0,13.6,2.25,1.0,1.0,2.0,0.0,0.25,0.5,1.0,35300.0,6750.0,0.04,0.22,0.2,0.12,3766.66,konami
佐々木 寿人,5.0,61.0,14.6,2.6,2.0,0.0,1.0,2.0,0.4,0.4,0.6,56200.0,6355.55,0.14,0.19,0.14,0.04,3833.33,konami
高宮 まり,4.0,52.0,-29.6,2.75,1.0,0.0,2.0,1.0,0.25,0.25,0.75,45500.0,5927.27,0.13,0.23,0.21,0.09,5320.0,konami
伊達 朱里紗,5.0,56.0,13.9,2.4,1.0,1.0,3.0,0.0,0.2,0.4,1.0,40700.0,7955.55,0.26,0.23,0.16,0.16,4855.55,konami
多井 隆晴,5.0,57.0,81.8,2.0,2.0,1.0,2.0,0.0,0.4,0.6,1.0,51900.0,5618.18,0.14,0.26,0.19,0.08,4940.0,abemas
白鳥 翔,4.0,49.0,-8.8,2.5,0.0,2.0,2.0,0.0,0.0,0.5,1.0,43500.0,6290.0,0.16,0.12,0.2,0.08,4025.0,abemas
松本 吉弘,5.0,50.0,77.1,2.0,1.0,3.0,1.0,0.0,0.2,0.8,1.0,45400.0,7123.07,0.26,0.18,0.26,0.08,6300.0,abemas
日向 藍子,4.0,39.0,-120.7,3.25,0.0,1.0,1.0,2.0,0.0,0.25,0.5,35400.0,4640.0,0.12,0.33,0.12,0.1,4875.0,abemas
魚谷 侑未,6.0,65.0,46.9,2.33,2.0,1.0,2.0,1.0,0.33,0.5,0.83,44800.0,6485.71,0.23,0.16,0.21,0.09,6600.0,sega_summy
近藤 誠一,5.0,61.0,-97.8,3.0,0.0,2.0,1.0,2.0,0.0,0.4,0.6,38400.0,6442.85,0.14,0.16,0.11,0.08,4140.0,sega_summy
茅森 早香,4.0,44.0,-45.3,2.75,1.0,1.0,0.0,2.0,0.25,0.5,0.5,52300.0,6800.0,0.18,0.36,0.15,0.13,8083.33,sega_summy
東城 りお,3.0,35.0,66.6,2.33,1.0,1.0,0.0,1.0,0.33,0.66,0.66,77200.0,7254.54,0.17,0.28,0.31,0.08,3333.33,sega_summy
萩原 聖人,4.0,50.0,4.9,2.5,1.0,1.0,1.0,1.0,0.25,0.5,0.75,38600.0,6318.18,0.2,0.2,0.22,0.12,5183.33,raiden
瀬戸熊 直樹,5.0,56.0,50.1,2.4,2.0,1.0,0.0,2.0,0.4,0.6,0.6,48400.0,8370.0,0.1,0.28,0.17,0.12,5485.71,raiden
黒沢 咲,5.0,57.0,-88.9,3.0,1.0,0.0,2.0,2.0,0.2,0.2,0.6,30400.0,5766.66,0.08,0.22,0.21,0.15,6744.44,raiden
本田 朋広,4.0,46.0,-11.3,2.62,1.0,1.0,0.0,2.0,0.25,0.5,0.5,47400.0,8737.5,0.23,0.13,0.17,0.13,8366.66,raiden
小林 剛,4.0,46.0,-46.3,3.0,1.0,0.0,1.0,2.0,0.25,0.25,0.5,40800.0,6628.57,0.21,0.19,0.15,0.13,4966.66,u-next
朝倉 康心,6.0,78.0,94.4,2.0,1.0,4.0,1.0,0.0,0.16,0.83,1.0,44900.0,5762.5,0.28,0.23,0.2,0.05,4175.0,u-next
石橋 伸洋,4.0,42.0,-14.7,2.5,0.0,2.0,2.0,0.0,0.0,0.5,1.0,37500.0,5822.22,0.35,0.14,0.21,0.09,3400.0,u-next
瑞原 明奈,4.0,40.0,41.8,2.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,33300.0,3784.61,0.25,0.35,0.32,0.15,3750.0,u-next
