,試合数,総局数,ポイント,平着,1位,2位,3位,4位,トップ率,連対率,ラス回避率,ベストスコア,平均打点,副露率,リーチ率,アガリ率,放銃率,放銃平均打点,チーム
近藤 誠一,1.0,10.0,-52.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8000.0,2000.0,0.1,0.1,0.1,0.1,5800.0,sega_summy
茅森 早香,2.0,24.0,11.3,2.5,1.0,0.0,0.0,1.0,0.5,0.5,0.5,52300.0,7960.0,0.12,0.37,0.2,0.08,10950.0,sega_summy
東城 りお,1.0,10.0,15.7,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,35700.0,7000.0,0.0,0.5,0.3,0.1,2600.0,sega_summy
萩原 聖人,2.0,24.0,70.5,1.5,1.0,1.0,0.0,0.0,0.5,1.0,1.0,38600.0,5462.5,0.25,0.25,0.33,0.04,2000.0,raiden
瀬戸熊 直樹,1.0,10.0,-44.6,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15400.0,0.0,0.2,0.1,0.0,0.1,2600.0,raiden
黒沢 咲,1.0,11.0,50.4,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,30400.0,4700.0,0.18,0.27,0.27,0.09,5800.0,raiden
本田 朋広,2.0,20.0,6.3,2.5,1.0,0.0,0.0,1.0,0.5,0.5,0.5,47400.0,8633.33,0.35,0.15,0.15,0.1,6500.0,raiden
小林 剛,2.0,23.0,-60.6,3.5,0.0,0.0,1.0,1.0,0.0,0.0,0.5,29000.0,9333.33,0.21,0.17,0.13,0.13,4200.0,u-next
朝倉 康心,1.0,13.0,-16.8,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23200.0,2000.0,0.3,0.23,0.15,0.0,0.0,u-next
石橋 伸洋,1.0,11.0,-19.1,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20900.0,4200.0,0.45,0.18,0.27,0.09,2900.0,u-next
瑞原 明奈,2.0,21.0,17.2,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,28700.0,3287.5,0.28,0.23,0.38,0.19,3300.0,u-next
