,試合数,総局数,ポイント,平着,1位,2位,3位,4位,トップ率,連対率,ラス回避率,ベストスコア,平均打点,副露率,リーチ率,アガリ率,放銃率,放銃平均打点,チーム
伊達 朱里紗,10.0,130.0,233.0,2.1,4.0,2.0,3.0,1.0,0.4,0.6,0.9,105500.0,8212.9,0.25,0.24,0.23,0.11,4973.33,konami
多井 隆晴,9.0,98.0,10.6,2.44,2.0,2.0,4.0,1.0,0.22,0.44,0.88,51900.0,5550.0,0.19,0.25,0.2,0.09,4733.33,abemas
白鳥 翔,11.0,133.0,123.3,2.18,3.0,3.0,5.0,0.0,0.27,0.54,1.0,49700.0,7092.3,0.21,0.18,0.19,0.09,4392.3,abemas
松本 吉弘,11.0,129.0,126.0,2.18,3.0,5.0,1.0,2.0,0.27,0.72,0.81,47000.0,7336.66,0.19,0.17,0.23,0.05,5742.85,abemas
日向 藍子,9.0,104.0,-258.7,3.22,0.0,1.0,5.0,3.0,0.0,0.11,0.66,35400.0,5600.0,0.17,0.25,0.13,0.09,4650.0,abemas
魚谷 侑未,11.0,129.0,-12.2,2.54,3.0,1.0,5.0,2.0,0.27,0.36,0.81,44800.0,7053.84,0.22,0.18,0.2,0.11,6480.0,sega_summy
近藤 誠一,11.0,137.0,-5.1,2.54,2.0,4.0,2.0,3.0,0.18,0.54,0.72,57200.0,7982.6,0.15,0.18,0.16,0.1,4986.66,sega_summy
茅森 早香,11.0,144.0,4.4,2.36,2.0,5.0,2.0,2.0,0.18,0.63,0.81,62100.0,8111.53,0.21,0.29,0.18,0.14,5857.14,sega_summy
東城 りお,7.0,84.0,-53.7,2.85,1.0,2.0,1.0,3.0,0.14,0.42,0.57,77200.0,6280.0,0.17,0.21,0.23,0.09,4150.0,sega_summy
萩原 聖人,9.0,112.0,-142.0,2.88,1.0,2.0,3.0,3.0,0.11,0.33,0.66,38600.0,6515.0,0.11,0.28,0.17,0.12,5335.71,raiden
瀬戸熊 直樹,10.0,113.0,-124.4,2.9,2.0,2.0,1.0,5.0,0.2,0.4,0.5,48400.0,6821.05,0.12,0.26,0.16,0.15,4970.58,raiden
黒沢 咲,10.0,129.0,-70.6,2.7,3.0,1.0,2.0,4.0,0.3,0.4,0.6,53500.0,6856.0,0.07,0.24,0.19,0.1,6871.42,raiden
本田 朋広,11.0,133.0,-199.4,2.95,1.0,2.0,4.0,4.0,0.09,0.27,0.63,47400.0,6672.22,0.21,0.16,0.13,0.12,5482.35,raiden
小林 剛,9.0,105.0,-107.5,2.83,1.0,1.0,5.0,2.0,0.11,0.22,0.77,40800.0,5818.18,0.27,0.21,0.2,0.11,5625.0,u-next
朝倉 康心,13.0,173.0,130.1,2.3,4.0,4.0,2.0,3.0,0.3,0.61,0.76,102400.0,6352.38,0.25,0.26,0.24,0.09,7356.25,u-next
石橋 伸洋,8.0,88.0,-49.9,2.62,1.0,2.0,4.0,1.0,0.12,0.37,0.87,58600.0,6231.57,0.29,0.17,0.21,0.09,6150.0,u-next
瑞原 明奈,10.0,109.0,62.8,2.2,2.0,6.0,0.0,2.0,0.2,0.8,0.8,43300.0,5151.85,0.15,0.31,0.24,0.08,3377.77,u-next
