,試合数,総局数,ポイント,平着,1位,2位,3位,4位,トップ率,連対率,ラス回避率,ベストスコア,平均打点,副露率,リーチ率,アガリ率,放銃率,放銃平均打点,チーム
園田 賢,30.0,355.0,348.6,2.26,11.0,5.0,9.0,5.0,0.36,0.53,0.83,84100.0,6576.47,0.3,0.23,0.23,0.11,5285.0,drivens
村上 淳,22.0,266.0,-289.5,2.72,2.0,7.0,8.0,5.0,0.09,0.4,0.77,38200.0,6351.35,0.19,0.24,0.13,0.1,4814.81,drivens
鈴木 たろう,23.0,311.0,-260.6,2.69,3.0,7.0,7.0,6.0,0.13,0.43,0.73,51600.0,6750.0,0.22,0.17,0.16,0.11,5405.71,drivens
丸山 奏子,11.0,138.0,-195.7,2.9,1.0,3.0,3.0,4.0,0.09,0.36,0.63,48600.0,7735.0,0.18,0.23,0.14,0.1,5860.0,drivens
二階堂 亜樹,22.0,277.0,74.7,2.5,5.0,7.0,4.0,6.0,0.22,0.54,0.72,61100.0,7234.48,0.15,0.21,0.2,0.07,5640.9,EX
勝又 健志,21.0,257.0,252.7,2.14,6.0,8.0,5.0,2.0,0.28,0.66,0.9,61200.0,5734.37,0.15,0.21,0.24,0.08,5318.18,EX
松ヶ瀬 隆弥,24.0,294.0,229.3,2.2,8.0,8.0,3.0,5.0,0.33,0.66,0.79,51900.0,7143.1,0.16,0.2,0.19,0.08,6264.0,EX
二階堂 瑠美,19.0,221.0,146.4,2.42,7.0,3.0,3.0,6.0,0.36,0.52,0.68,73800.0,7160.0,0.17,0.21,0.22,0.12,5837.03,EX
内川 幸太郎,21.0,267.0,79.9,2.4,7.0,4.0,5.0,5.0,0.33,0.52,0.76,59600.0,6908.88,0.26,0.25,0.16,0.11,5133.33,sakura
岡田 紗佳,16.0,186.0,90.3,2.56,6.0,1.0,3.0,6.0,0.37,0.43,0.62,75700.0,8107.69,0.19,0.22,0.2,0.09,4233.33,sakura
堀 慎吾,26.0,317.0,-143.2,2.69,7.0,4.0,5.0,10.0,0.26,0.42,0.61,60200.0,6684.12,0.24,0.19,0.19,0.11,6839.47,sakura
渋川 難波,23.0,291.0,-115.2,2.56,5.0,6.0,6.0,6.0,0.21,0.47,0.73,56700.0,7239.13,0.22,0.23,0.15,0.14,4304.65,sakura
滝沢 和典,22.0,274.0,-82.0,2.63,5.0,5.0,5.0,7.0,0.22,0.45,0.68,46200.0,6678.43,0.17,0.24,0.18,0.09,5352.0,konami
佐々木 寿人,21.0,256.0,121.0,2.38,6.0,6.0,4.0,5.0,0.28,0.57,0.76,75600.0,6418.96,0.22,0.26,0.22,0.09,5348.0,konami
