,試合数,総局数,ポイント,平着,1位,2位,3位,4位,トップ率,連対率,ラス回避率,ベストスコア,平均打点,副露率,リーチ率,アガリ率,放銃率,放銃平均打点,チーム
園田 賢,27.0,319.0,-56.7,2.51,4.0,10.0,8.0,5.0,0.14,0.51,0.81,60300.0,6402.94,0.34,0.23,0.21,0.09,6293.54,drivens
村上 淳,23.0,267.0,-384.1,2.82,4.0,4.0,7.0,8.0,0.17,0.34,0.65,68600.0,6964.86,0.16,0.23,0.13,0.14,5505.12,drivens
鈴木 たろう,28.0,344.0,132.0,2.35,9.0,7.0,5.0,7.0,0.32,0.57,0.75,56400.0,6538.35,0.27,0.19,0.21,0.11,5975.6,drivens
丸山 奏子,12.0,132.0,45.0,2.5,4.0,1.0,4.0,3.0,0.33,0.41,0.75,60500.0,6122.58,0.24,0.21,0.23,0.1,5357.14,drivens
二階堂 亜樹,21.0,278.0,49.4,2.38,4.0,10.0,2.0,5.0,0.19,0.66,0.76,53800.0,7301.72,0.15,0.24,0.2,0.11,5596.77,EX
勝又 健志,23.0,292.0,197.1,2.21,9.0,4.0,6.0,4.0,0.39,0.56,0.82,50500.0,6817.85,0.25,0.18,0.19,0.1,5373.33,EX
松ヶ瀬 隆弥,28.0,330.0,213.7,2.39,9.0,6.0,6.0,7.0,0.32,0.53,0.75,62300.0,6994.28,0.17,0.23,0.21,0.1,4738.23,EX
二階堂 瑠美,18.0,219.0,-275.8,2.86,3.0,4.0,3.0,8.0,0.16,0.38,0.55,66700.0,6579.48,0.18,0.18,0.17,0.12,6122.22,EX
内川 幸太郎,18.0,222.0,-139.7,2.72,5.0,1.0,6.0,6.0,0.27,0.33,0.66,48500.0,6769.44,0.15,0.2,0.16,0.11,5344.0,sakura
岡田 紗佳,16.0,178.0,-261.8,2.9,1.0,5.0,4.0,6.0,0.06,0.37,0.62,50500.0,5938.88,0.17,0.21,0.2,0.13,6416.66,sakura
沢崎 誠,26.0,326.0,399.7,2.07,9.0,9.0,5.0,3.0,0.34,0.69,0.88,49500.0,5962.31,0.22,0.17,0.21,0.05,5727.77,sakura
堀 慎吾,30.0,342.0,178.8,2.31,8.0,8.0,10.0,4.0,0.26,0.53,0.86,61800.0,6253.24,0.24,0.18,0.22,0.09,6497.05,sakura
滝沢 和典,24.0,292.0,294.2,2.2,9.0,7.0,2.0,6.0,0.37,0.66,0.75,62600.0,7455.73,0.15,0.18,0.2,0.09,5427.58,konami
佐々木 寿人,25.0,305.0,-77.3,2.68,8.0,3.0,3.0,11.0,0.32,0.44,0.56,60200.0,7828.26,0.17,0.24,0.15,0.1,5262.5,konami
高宮 まり,20.0,252.0,-237.4,2.82,4.0,1.0,9.0,6.0,0.2,0.25,0.7,64500.0,6304.16,0.18,0.16,0.19,0.1,6534.61,konami
伊達 朱里紗,21.0,261.0,269.5,2.28,8.0,4.0,4.0,5.0,0.38,0.57,0.76,105500.0,6937.28,0.24,0.23,0.22,0.1,5155.55,konami
多井 隆晴,25.0,297.0,242.2,2.16,6.0,10.0,8.0,1.0,0.24,0.64,0.96,51900.0,6142.85,0.21,0.2,0.21,0.06,5245.0,abemas
白鳥 翔,23.0,280.0,108.8,2.34,6.0,5.0,10.0,2.0,0.26,0.47,0.91,50500.0,6872.22,0.23,0.18,0.19,0.1,5107.14,abemas
松本 吉弘,25.0,299.0,145.7,2.36,6.0,9.0,5.0,5.0,0.24,0.6,0.8,80200.0,6797.14,0.21,0.2,0.23,0.07,6495.45,abemas
日向 藍子,17.0,198.0,-168.5,2.7,3.0,2.0,9.0,3.0,0.17,0.29,0.82,51300.0,6060.0,0.16,0.23,0.17,0.08,5941.17,abemas
魚谷 侑未,26.0,299.0,-128.7,2.69,6.0,4.0,8.0,8.0,0.23,0.38,0.69,58800.0,6450.0,0.24,0.17,0.2,0.09,6150.0,sega_summy
近藤 誠一,22.0,264.0,5.4,2.54,6.0,4.0,6.0,6.0,0.27,0.45,0.72,64400.0,7444.44,0.17,0.17,0.17,0.1,5229.62,sega_summy
茅森 早香,26.0,339.0,251.6,2.23,8.0,9.0,4.0,5.0,0.3,0.65,0.8,62100.0,8083.82,0.18,0.26,0.2,0.12,5569.76,sega_summy
東城 りお,16.0,188.0,55.9,2.5,5.0,2.0,5.0,4.0,0.31,0.43,0.75,77200.0,6513.33,0.2,0.22,0.23,0.13,4712.0,sega_summy
萩原 聖人,22.0,259.0,-394.0,2.95,1.0,6.0,8.0,7.0,0.04,0.31,0.68,44700.0,7347.36,0.12,0.28,0.14,0.1,4919.23,raiden
瀬戸熊 直樹,21.0,250.0,-405.5,3.0,3.0,4.0,4.0,10.0,0.14,0.33,0.52,48400.0,6928.57,0.14,0.26,0.14,0.16,4992.68,raiden
黒沢 咲,23.0,293.0,-148.8,2.65,6.0,5.0,3.0,9.0,0.26,0.47,0.6,53500.0,6701.92,0.06,0.23,0.17,0.11,5345.45,raiden
本田 朋広,24.0,292.0,-307.8,2.77,3.0,6.0,8.0,7.0,0.12,0.37,0.7,47400.0,6379.54,0.2,0.21,0.15,0.11,5382.35,raiden
小林 剛,29.0,352.0,154.1,2.39,7.0,8.0,9.0,5.0,0.24,0.51,0.82,54200.0,6103.75,0.34,0.17,0.22,0.09,5266.66,u-next
朝倉 康心,23.0,297.0,68.8,2.47,6.0,7.0,3.0,7.0,0.26,0.56,0.69,102400.0,6234.32,0.24,0.22,0.22,0.09,6989.28,u-next
石橋 伸洋,17.0,201.0,-286.4,2.88,2.0,3.0,7.0,5.0,0.11,0.29,0.7,58600.0,5948.64,0.25,0.21,0.18,0.09,6125.0,u-next
瑞原 明奈,21.0,237.0,440.6,1.9,7.0,11.0,1.0,2.0,0.33,0.85,0.9,66100.0,6228.12,0.2,0.28,0.27,0.05,4169.23,u-next
