,試合数,総局数,ポイント,平着,1位,2位,3位,4位,トップ率,連対率,ラス回避率,ベストスコア,平均打点,副露率,リーチ率,アガリ率,放銃率,放銃平均打点,チーム
渋川 難波,5.0,57.0,-95.6,3.0,0.0,2.0,1.0,2.0,0.0,0.4,0.6,39900.0,6225.0,0.24,0.12,0.14,0.21,3708.33,sakura
滝沢 和典,4.0,43.0,-86.1,3.25,0.0,1.0,1.0,2.0,0.0,0.25,0.5,44200.0,6437.5,0.13,0.23,0.18,0.09,6250.0,konami
佐々木 寿人,4.0,45.0,107.0,2.0,2.0,1.0,0.0,1.0,0.5,0.75,0.75,49200.0,7016.66,0.22,0.2,0.26,0.06,4966.66,konami
高宮 まり,4.0,49.0,-12.2,2.5,0.0,2.0,2.0,0.0,0.0,0.5,1.0,35200.0,8933.33,0.32,0.2,0.18,0.1,6820.0,konami
伊達 朱里紗,4.0,52.0,126.6,1.75,2.0,1.0,1.0,0.0,0.5,0.75,1.0,58800.0,9766.66,0.23,0.13,0.17,0.03,5000.0,konami
多井 隆晴,4.0,50.0,128.2,1.5,2.0,2.0,0.0,0.0,0.5,1.0,1.0,46000.0,5557.14,0.2,0.28,0.28,0.14,3200.0,abemas
白鳥 翔,4.0,54.0,33.0,2.25,1.0,1.0,2.0,0.0,0.25,0.5,1.0,77200.0,5273.33,0.35,0.09,0.27,0.12,5585.71,abemas
松本 吉弘,4.0,46.0,209.4,1.25,3.0,1.0,0.0,0.0,0.75,1.0,1.0,57100.0,6231.25,0.26,0.26,0.34,0.13,4733.33,abemas
日向 藍子,4.0,40.0,62.0,2.0,1.0,2.0,1.0,0.0,0.25,0.75,1.0,37700.0,6787.5,0.27,0.15,0.2,0.05,5950.0,abemas
魚谷 侑未,5.0,67.0,16.3,2.4,1.0,2.0,1.0,1.0,0.2,0.6,0.8,40400.0,6093.33,0.22,0.25,0.22,0.08,4300.0,sega_summy
近藤 誠一,4.0,45.0,-103.3,3.0,0.0,1.0,2.0,1.0,0.0,0.25,0.75,34500.0,6633.33,0.15,0.28,0.13,0.13,5300.0,sega_summy
茅森 早香,4.0,59.0,-38.8,3.0,1.0,0.0,1.0,2.0,0.25,0.25,0.5,90000.0,7691.66,0.25,0.3,0.2,0.2,7250.0,sega_summy
東城 りお,3.0,41.0,-18.0,2.66,1.0,0.0,1.0,1.0,0.33,0.33,0.66,35700.0,6950.0,0.07,0.17,0.09,0.07,4500.0,sega_summy
萩原 聖人,2.0,30.0,-82.6,3.5,0.0,0.0,1.0,1.0,0.0,0.0,0.5,22900.0,4000.0,0.06,0.23,0.06,0.1,3600.0,raiden
瀬戸熊 直樹,5.0,65.0,64.8,2.2,1.0,2.0,2.0,0.0,0.2,0.6,1.0,53900.0,6976.47,0.1,0.26,0.26,0.07,6520.0,raiden
黒沢 咲,5.0,53.0,-24.0,2.6,1.0,1.0,2.0,1.0,0.2,0.4,0.8,48300.0,5630.0,0.09,0.22,0.18,0.05,5400.0,raiden
本田 朋広,4.0,45.0,-34.5,2.75,1.0,1.0,0.0,2.0,0.25,0.5,0.5,54600.0,6775.0,0.26,0.26,0.17,0.11,4520.0,raiden
小林 剛,3.0,41.0,-82.3,3.33,0.0,0.0,2.0,1.0,0.0,0.0,0.66,22000.0,4033.33,0.29,0.17,0.21,0.14,6416.66,u-next
瑞原 明奈,3.0,29.0,15.5,2.33,1.0,1.0,0.0,1.0,0.33,0.66,0.66,34900.0,8940.0,0.13,0.2,0.17,0.1,3700.0,u-next
鈴木 優,5.0,53.0,53.9,2.2,2.0,1.0,1.0,1.0,0.4,0.6,0.8,45000.0,6692.85,0.26,0.28,0.26,0.11,6350.0,u-next
仲林 圭,5.0,63.0,-71.5,2.8,1.0,1.0,1.0,2.0,0.2,0.4,0.6,44300.0,5511.11,0.31,0.12,0.14,0.12,5750.0,u-next
