,試合数,総局数,ポイント,平着,1位,2位,3位,4位,トップ率,連対率,ラス回避率,ベストスコア,平均打点,副露率,リーチ率,アガリ率,放銃率,放銃平均打点,チーム
佐々木 寿人,22.0,266.0,-267.8,2.9,5.0,3.0,3.0,11.0,0.22,0.36,0.5,60200.0,7476.31,0.16,0.23,0.14,0.11,5313.33,konami
高宮 まり,17.0,213.0,-145.1,2.73,4.0,1.0,7.0,5.0,0.23,0.29,0.7,64500.0,6279.06,0.2,0.15,0.2,0.1,6727.27,konami
伊達 朱里紗,17.0,209.0,315.7,2.17,7.0,3.0,4.0,3.0,0.41,0.58,0.82,105500.0,7405.88,0.24,0.24,0.24,0.1,5627.27,konami
多井 隆晴,21.0,237.0,177.4,2.19,5.0,8.0,7.0,1.0,0.23,0.61,0.95,51900.0,6470.21,0.21,0.2,0.19,0.06,5266.66,abemas
白鳥 翔,18.0,222.0,82.2,2.33,5.0,4.0,7.0,2.0,0.27,0.5,0.88,49700.0,6552.38,0.22,0.18,0.18,0.09,5740.0,abemas
松本 吉弘,21.0,249.0,134.6,2.33,5.0,8.0,4.0,4.0,0.23,0.61,0.8,47000.0,6715.51,0.2,0.2,0.23,0.07,5733.33,abemas
日向 藍子,14.0,163.0,-90.9,2.64,3.0,2.0,6.0,3.0,0.21,0.35,0.78,51300.0,6431.03,0.14,0.23,0.17,0.08,5578.57,abemas
魚谷 侑未,20.0,232.0,-29.7,2.54,6.0,2.0,7.0,5.0,0.3,0.4,0.75,58800.0,6358.33,0.25,0.15,0.2,0.09,6433.33,sega_summy
近藤 誠一,20.0,240.0,-58.8,2.6,5.0,4.0,5.0,6.0,0.25,0.45,0.7,57200.0,7455.26,0.17,0.16,0.15,0.1,5353.84,sega_summy
茅森 早香,20.0,268.0,164.6,2.2,5.0,9.0,3.0,3.0,0.25,0.7,0.85,62100.0,8423.52,0.19,0.27,0.19,0.14,5252.63,sega_summy
東城 りお,14.0,169.0,50.3,2.5,4.0,2.0,5.0,3.0,0.28,0.42,0.78,77200.0,6351.16,0.2,0.23,0.25,0.14,4825.0,sega_summy
萩原 聖人,16.0,189.0,-246.1,2.87,1.0,4.0,7.0,4.0,0.06,0.31,0.75,38600.0,7062.06,0.1,0.3,0.15,0.1,5315.0,raiden
瀬戸熊 直樹,18.0,210.0,-345.1,3.0,2.0,4.0,4.0,8.0,0.11,0.33,0.55,48400.0,6803.44,0.15,0.26,0.13,0.16,4791.17,raiden
黒沢 咲,20.0,251.0,-247.4,2.8,4.0,5.0,2.0,9.0,0.2,0.45,0.55,53500.0,6607.14,0.07,0.23,0.16,0.1,5503.7,raiden
本田 朋広,20.0,246.0,-239.4,2.72,2.0,6.0,7.0,5.0,0.1,0.4,0.75,47400.0,6189.47,0.21,0.2,0.15,0.11,5246.42,raiden
小林 剛,24.0,294.0,85.7,2.47,6.0,5.0,8.0,5.0,0.25,0.45,0.79,54200.0,6321.87,0.32,0.15,0.21,0.09,5411.11,u-next
朝倉 康心,18.0,229.0,37.6,2.5,5.0,5.0,2.0,6.0,0.27,0.55,0.66,102400.0,6408.0,0.23,0.24,0.21,0.1,7069.56,u-next
石橋 伸洋,13.0,150.0,-277.1,3.0,1.0,2.0,6.0,4.0,0.07,0.23,0.69,58600.0,6713.04,0.26,0.21,0.15,0.12,5922.22,u-next
瑞原 明奈,19.0,218.0,416.0,1.89,7.0,9.0,1.0,2.0,0.36,0.84,0.89,66100.0,6326.31,0.19,0.3,0.26,0.05,4169.23,u-next
