チーム,選手名,園田 賢,村上 淳,鈴木 たろう,丸山 奏子,二階堂 亜樹,勝又 健志,松ヶ瀬 隆弥,二階堂 瑠美,内川 幸太郎,岡田 紗佳,沢崎 誠,堀 慎吾,滝沢 和典,佐々木 寿人,高宮 まり,伊達 朱里紗,多井 隆晴,白鳥 翔,松本 吉弘,日向 藍子,魚谷 侑未,近藤 誠一,茅森 早香,東城 りお,萩原 聖人,瀬戸熊 直樹,黒沢 咲,本田 朋広,小林 剛,朝倉 康心,石橋 伸洋,瑞原 明奈
MLeague_stats2021-10-15,トップ率,0.0,0.0,0.5,0.0,0.5,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.5,0.0,0.0
MLeague_stats2021-10-15,連対率,0.5,0.0,0.5,0.0,0.5,0.0,0.8,0.0,1.0,0.5,1.0,0.0,0.5,0.33,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.5,0.5,1.0
MLeague_stats2021-10-15,ラス回避率,1.0,1.0,1.0,1.0,0.5,0.0,0.8,0.0,1.0,0.5,1.0,0.5,1.0,0.33,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,1.0
MLeague_stats2021-10-15,ベストスコア,26700.0,10600.0,40000.0,13400.0,53000.0,0.0,48400.0,2600.0,29600.0,24900.0,48200.0,14900.0,33400.0,56200.0,12400.0,26000.0,19800.0,43500.0,33100.0,35400.0,38100.0,8000.0,52300.0,35700.0,38600.0,15400.0,30400.0,47400.0,29000.0,44900.0,37500.0,28700.0
MLeague_stats2021-10-15,平均打点,2560.0,5200.0,6100.0,4650.0,7525.0,0.0,7441.66,7350.0,12000.0,4650.0,7666.66,4800.0,6500.0,6100.0,3775.0,8400.0,4600.0,7714.28,3200.0,5300.0,4628.57,2000.0,7960.0,7000.0,5462.5,0.0,4700.0,8633.33,9333.33,7500.0,5700.0,3287.5
MLeague_stats2021-10-15,副露率,0.42,0.2,0.19,0.2,0.14,0.0,0.11,0.0,0.27,0.21,0.3,0.09,0.04,0.11,0.1,0.38,0.08,0.1,0.21,0.18,0.14,0.1,0.12,0.0,0.25,0.2,0.18,0.35,0.21,0.25,0.37,0.28
MLeague_stats2021-10-15,リーチ率,0.1,0.5,0.14,0.2,0.21,0.0,0.29,0.15,0.0,0.21,0.15,0.09,0.2,0.26,0.27,0.23,0.3,0.17,0.15,0.31,0.33,0.1,0.37,0.5,0.25,0.1,0.27,0.15,0.17,0.22,0.16,0.23
MLeague_stats2021-10-15,アガリ率,0.26,0.1,0.23,0.2,0.14,0.0,0.22,0.15,0.09,0.21,0.23,0.09,0.16,0.17,0.13,0.23,0.08,0.25,0.21,0.18,0.33,0.1,0.2,0.3,0.33,0.0,0.27,0.15,0.13,0.19,0.2,0.38
MLeague_stats2021-10-15,放銃率,0.05,0.1,0.04,0.3,0.1,0.0,0.07,0.23,0.09,0.1,0.0,0.19,0.12,0.08,0.06,0.15,0.17,0.07,0.05,0.13,0.09,0.1,0.08,0.1,0.04,0.1,0.09,0.1,0.13,0.06,0.08,0.19
MLeague_stats2021-10-15,放銃平均打点,7700.0,3900.0,8000.0,3966.66,3233.33,0.0,3725.0,8400.0,2600.0,5300.0,0.0,5625.0,2600.0,3833.33,5000.0,7000.0,3175.0,4350.0,8000.0,6166.66,7950.0,5800.0,10950.0,2600.0,2000.0,2600.0,5800.0,6500.0,4200.0,3350.0,4350.0,3300.0
MLeague_stats2021-10-15,チーム,drivens,drivens,drivens,drivens,EX,EX,EX,EX,sakura,sakura,sakura,sakura,konami,konami,konami,konami,abemas,abemas,abemas,abemas,sega_summy,sega_summy,sega_summy,sega_summy,raiden,raiden,raiden,raiden,u-next,u-next,u-next,u-next
MLeague_stats2021-10-29,試合数,5.0,4.0,5.0,2.0,3.0,4.0,6.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0
MLeague_stats2021-10-29,総局数,61.0,41.0,56.0,18.0,38.0,45.0,67.0,38.0,43.0,42.0,50.0,56.0,49.0,50.0,43.0,33.0,36.0,49.0,41.0,30.0,47.0,50.0,34.0,35.0,50.0,47.0,46.0,46.0,33.0,68.0,33.0,29.0
MLeague_stats2021-10-29,ポイント,-62.7,-247.0,-27.9,27.6,32.3,110.1,127.1,89.6,-53.4,-43.9,63.6,4.6,13.6,35.1,-15.2,44.3,6.1,-8.8,62.7,-59.0,-9.5,-58.1,20.5,66.6,4.9,-18.3,-70.7,-11.3,-107.1,79.7,-26.0,30.5
MLeague_stats2021-10-29,平着,2.8,3.75,2.6,2.0,2.33,1.75,2.0,2.0,3.0,2.75,2.25,2.5,2.25,2.5,2.66,2.0,2.33,2.5,2.0,3.0,2.5,2.75,2.33,2.33,2.5,2.75,3.0,2.62,3.66,2.0,2.66,2.0
MLeague_stats2021-10-29,1位,0.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
MLeague_stats2021-10-29,2位,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0
MLeague_stats2021-10-29,3位,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0
MLeague_stats2021-10-29,4位,1.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0
MLeague_stats2021-10-29,トップ率,0.0,0.0,0.4,0.5,0.33,0.5,0.5,0.66,0.0,0.0,0.5,0.2,0.25,0.5,0.33,0.33,0.33,0.0,0.25,0.0,0.25,0.0,0.33,0.33,0.25,0.25,0.25,0.25,0.0,0.2,0.0,0.0
MLeague_stats2021-10-29,連対率,0.4,0.0,0.4,0.5,0.66,0.75,0.66,0.66,0.33,0.5,0.5,0.4,0.5,0.5,0.33,0.66,0.33,0.5,0.75,0.33,0.5,0.5,0.66,0.66,0.5,0.5,0.25,0.5,0.0,0.8,0.33,1.0
MLeague_stats2021-10-29,ラス回避率,0.8,0.25,0.6,1.0,0.66,1.0,0.83,0.66,0.66,0.75,0.75,0.8,1.0,0.5,0.66,1.0,1.0,1.0,1.0,0.66,0.75,0.75,0.66,0.66,0.75,0.5,0.5,0.5,0.33,1.0,1.0,1.0
MLeague_stats2021-10-29,ベストスコア,36300.0,10600.0,40000.0,34200.0,53000.0,48400.0,48400.0,66700.0,29600.0,33500.0,48200.0,43900.0,35300.0,56200.0,45500.0,40700.0,33900.0,43500.0,45400.0,35400.0,38100.0,38400.0,52300.0,77200.0,38600.0,41900.0,30400.0,47400.0,29000.0,44900.0,37500.0,33300.0
MLeague_stats2021-10-29,平均打点,3654.54,8600.0,6060.0,5625.0,6355.55,5845.45,7086.66,8560.0,8580.0,5910.0,6690.9,6966.66,6750.0,6900.0,5688.88,7371.42,5800.0,6290.0,6963.63,4640.0,5100.0,6983.33,6800.0,7254.54,6318.18,7957.14,5720.0,8737.5,9000.0,6069.23,4966.66,3390.9
MLeague_stats2021-10-29,副露率,0.36,0.21,0.16,0.33,0.21,0.31,0.1,0.1,0.18,0.21,0.22,0.26,0.04,0.16,0.16,0.27,0.11,0.16,0.24,0.16,0.23,0.16,0.11,0.17,0.2,0.12,0.1,0.23,0.18,0.27,0.33,0.27
MLeague_stats2021-10-29,リーチ率,0.18,0.31,0.21,0.22,0.15,0.17,0.28,0.26,0.18,0.28,0.16,0.12,0.22,0.24,0.23,0.27,0.25,0.12,0.17,0.3,0.14,0.16,0.35,0.28,0.2,0.27,0.21,0.13,0.21,0.23,0.12,0.31
MLeague_stats2021-10-29,アガリ率,0.18,0.04,0.17,0.22,0.23,0.24,0.22,0.26,0.11,0.23,0.22,0.21,0.2,0.16,0.2,0.21,0.11,0.2,0.26,0.16,0.19,0.12,0.2,0.31,0.22,0.14,0.21,0.17,0.12,0.19,0.18,0.37
MLeague_stats2021-10-29,放銃率,0.06,0.29,0.14,0.22,0.13,0.04,0.1,0.1,0.09,0.11,0.08,0.14,0.12,0.06,0.09,0.15,0.11,0.08,0.09,0.13,0.12,0.1,0.05,0.08,0.12,0.14,0.13,0.13,0.18,0.04,0.09,0.13
MLeague_stats2021-10-29,放銃平均打点,7200.0,7708.33,6812.5,3475.0,4600.0,1950.0,3571.42,6950.0,3750.0,6520.0,4750.0,6125.0,3766.66,3833.33,6000.0,5960.0,3175.0,4025.0,6300.0,4875.0,6600.0,4140.0,10950.0,3333.33,5183.33,5485.71,6916.66,8366.66,4966.66,4900.0,4200.0,3300.0
MLeague_stats2021-10-29,チーム,drivens,drivens,drivens,drivens,EX,EX,EX,EX,sakura,sakura,sakura,sakura,konami,konami,konami,konami,abemas,abemas,abemas,abemas,sega_summy,sega_summy,sega_summy,sega_summy,raiden,raiden,raiden,raiden,u-next,u-next,u-next,u-next
MLeague_stats2021-12-12,試合数,12.0,11.0,11.0,6.0,9.0,11.0,10.0,10.0,9.0,9.0,10.0,12.0,10.0,10.0,10.0,10.0,9.0,11.0,11.0,9.0,11.0,11.0,11.0,7.0,9.0,10.0,10.0,11.0,9.0,13.0,8.0,10.0
MLeague_stats2021-12-12,総局数,134.0,120.0,128.0,62.0,118.0,144.0,114.0,121.0,114.0,101.0,128.0,137.0,116.0,125.0,120.0,130.0,98.0,133.0,129.0,104.0,129.0,137.0,144.0,84.0,112.0,113.0,129.0,133.0,105.0,173.0,88.0,109.0
MLeague_stats2021-12-12,ポイント,-75.0,-325.0,120.3,-0.2,104.8,232.5,151.7,-52.8,-64.5,-186.0,174.8,159.6,188.4,1.5,-96.8,233.0,10.6,123.3,126.0,-258.7,-12.2,-5.1,4.4,-53.7,-142.0,-124.4,-70.6,-199.4,-107.5,130.1,-49.9,62.8
MLeague_stats2021-12-12,平着,2.66,3.09,2.18,2.5,2.11,1.9,2.2,2.54,2.77,2.94,2.1,2.12,2.0,2.7,2.75,2.1,2.44,2.18,2.18,3.22,2.54,2.54,2.36,2.85,2.88,2.9,2.7,2.95,2.83,2.3,2.62,2.2
MLeague_stats2021-12-12,1位,2.0,2.0,4.0,2.0,1.0,6.0,4.0,2.0,2.0,0.0,5.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,0.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,2.0
MLeague_stats2021-12-12,2位,3.0,1.0,3.0,1.0,7.0,1.0,2.0,3.0,1.0,3.0,1.0,5.0,3.0,0.0,0.0,2.0,2.0,3.0,5.0,1.0,1.0,4.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,6.0
MLeague_stats2021-12-12,3位,4.0,2.0,2.0,1.0,0.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,5.0,1.0,5.0,5.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,5.0,2.0,4.0,0.0
MLeague_stats2021-12-12,4位,3.0,6.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,0.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,2.0,3.0,1.0,2.0
MLeague_stats2021-12-12,トップ率,0.16,0.18,0.36,0.33,0.11,0.54,0.4,0.2,0.22,0.0,0.5,0.25,0.4,0.4,0.3,0.4,0.22,0.27,0.27,0.0,0.27,0.18,0.18,0.14,0.11,0.2,0.3,0.09,0.11,0.3,0.12,0.2
MLeague_stats2021-12-12,連対率,0.41,0.27,0.63,0.5,0.88,0.63,0.6,0.5,0.33,0.33,0.6,0.66,0.7,0.4,0.3,0.6,0.44,0.54,0.72,0.11,0.36,0.54,0.63,0.42,0.33,0.4,0.4,0.27,0.22,0.61,0.37,0.8
MLeague_stats2021-12-12,ラス回避率,0.75,0.45,0.81,0.66,0.88,0.9,0.8,0.7,0.66,0.66,0.8,0.91,0.9,0.5,0.6,0.9,0.88,1.0,0.81,0.66,0.81,0.72,0.81,0.57,0.66,0.5,0.6,0.63,0.77,0.76,0.87,0.8
MLeague_stats2021-12-12,ベストスコア,44600.0,45200.0,47900.0,35600.0,53000.0,50500.0,60100.0,66700.0,44300.0,33500.0,48200.0,61800.0,62600.0,60200.0,52100.0,105500.0,51900.0,49700.0,47000.0,35400.0,44800.0,57200.0,62100.0,77200.0,38600.0,48400.0,53500.0,47400.0,40800.0,102400.0,58600.0,43300.0
MLeague_stats2021-12-12,平均打点,5469.23,6240.0,7025.0,5585.71,7118.51,7242.42,7400.0,6970.83,8156.25,5822.72,6322.22,6590.32,7050.0,7025.0,6021.73,8212.9,5550.0,7092.3,7336.66,5600.0,7053.84,7982.6,8111.53,6280.0,6515.0,6821.05,6856.0,6672.22,5818.18,6352.38,6231.57,5151.85
MLeague_stats2021-12-12,副露率,0.34,0.15,0.21,0.27,0.15,0.3,0.15,0.18,0.14,0.2,0.15,0.21,0.15,0.15,0.2,0.25,0.19,0.21,0.19,0.17,0.22,0.15,0.21,0.17,0.11,0.12,0.07,0.21,0.27,0.25,0.29,0.15
MLeague_stats2021-12-12,リーチ率,0.23,0.25,0.17,0.22,0.22,0.18,0.23,0.19,0.23,0.26,0.2,0.17,0.17,0.2,0.18,0.24,0.25,0.18,0.17,0.25,0.18,0.18,0.29,0.21,0.28,0.26,0.24,0.16,0.21,0.26,0.17,0.31
MLeague_stats2021-12-12,アガリ率,0.19,0.12,0.21,0.22,0.22,0.22,0.22,0.19,0.14,0.21,0.21,0.22,0.24,0.16,0.19,0.23,0.2,0.19,0.23,0.13,0.2,0.16,0.18,0.23,0.17,0.16,0.19,0.13,0.2,0.24,0.21,0.24
MLeague_stats2021-12-12,放銃率,0.08,0.18,0.11,0.12,0.09,0.11,0.12,0.13,0.1,0.15,0.06,0.08,0.1,0.07,0.09,0.11,0.09,0.09,0.05,0.09,0.11,0.1,0.14,0.09,0.12,0.15,0.1,0.12,0.11,0.09,0.09,0.08
MLeague_stats2021-12-12,放銃平均打点,7127.27,7095.45,5253.33,5125.0,5363.63,5376.47,4042.85,6393.75,3916.66,6800.0,5575.0,5609.09,4650.0,3888.88,7690.9,4973.33,4733.33,4392.3,5742.85,4650.0,6480.0,4986.66,5857.14,4150.0,5335.71,4970.58,6871.42,5482.35,5625.0,7356.25,6150.0,3377.77
MLeague_stats2021-12-12,チーム,drivens,drivens,drivens,drivens,EX,EX,EX,EX,sakura,sakura,sakura,sakura,konami,konami,konami,konami,abemas,abemas,abemas,abemas,sega_summy,sega_summy,sega_summy,sega_summy,raiden,raiden,raiden,raiden,u-next,u-next,u-next,u-next
MLeague_stats2021-10-16,試合数,3.0,2.0,2.0,1.0,2.0,0.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
MLeague_stats2021-10-16,総局数,35.0,20.0,21.0,10.0,28.0,0.0,54.0,13.0,27.0,19.0,23.0,21.0,24.0,34.0,29.0,13.0,23.0,28.0,19.0,22.0,21.0,36.0,24.0,10.0,24.0,26.0,21.0,20.0,23.0,31.0,24.0,21.0
MLeague_stats2021-10-16,ポイント,6.5,-91.3,36.3,-26.6,12.2,0.0,147.4,-57.4,-41.7,-37.7,130.8,-80.2,-16.1,-17.2,-80.7,6.0,-47.8,37.5,22.3,-39.3,42.0,-60.5,11.3,15.7,70.5,17.3,31.3,6.3,-60.6,48.1,-1.6,17.2
MLeague_stats2021-10-16,平着,2.33,3.5,2.0,3.0,2.5,0.0,1.8,4.0,3.0,3.0,1.0,3.5,2.5,3.0,3.5,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.5,2.0,1.5,2.5,2.0,2.5,3.5,2.0,2.5,2.0
MLeague_stats2021-10-16,1位,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
MLeague_stats2021-10-16,2位,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
MLeague_stats2021-10-16,3位,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
MLeague_stats2021-10-16,4位,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
MLeague_stats2021-10-16,トップ率,0.0,0.0,0.5,0.0,0.5,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0
MLeague_stats2021-10-16,連対率,0.66,0.0,0.5,0.0,0.5,0.0,0.8,0.0,0.5,0.5,1.0,0.0,0.5,0.33,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.33,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0
MLeague_stats2021-10-16,ラス回避率,1.0,0.5,1.0,1.0,0.5,0.0,0.8,0.0,0.5,0.5,1.0,0.5,1.0,0.33,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.66,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0
MLeague_stats2021-10-16,ベストスコア,36300.0,10600.0,40000.0,13400.0,53000.0,0.0,48400.0,2600.0,29600.0,24900.0,48200.0,14900.0,33400.0,56200.0,12400.0,26000.0,19800.0,43500.0,33100.0,35400.0,38100.0,38400.0,52300.0,35700.0,38600.0,41900.0,30400.0,47400.0,29000.0,44900.0,37500.0,28700.0
MLeague_stats2021-10-16,平均打点,3820.0,8600.0,6100.0,4650.0,7525.0,0.0,7441.66,7350.0,12000.0,4650.0,7050.0,4800.0,6500.0,6100.0,3775.0,8400.0,4600.0,7714.28,3200.0,5300.0,4628.57,5980.0,7960.0,7000.0,5462.5,10666.66,5333.33,8633.33,9333.33,7500.0,5700.0,3287.5
MLeague_stats2021-10-16,副露率,0.4,0.15,0.19,0.2,0.14,0.0,0.11,0.0,0.14,0.21,0.26,0.09,0.04,0.11,0.1,0.38,0.08,0.1,0.21,0.18,0.14,0.19,0.12,0.0,0.25,0.11,0.14,0.35,0.21,0.25,0.37,0.28
MLeague_stats2021-10-16,リーチ率,0.17,0.4,0.14,0.2,0.21,0.0,0.29,0.15,0.11,0.21,0.13,0.09,0.2,0.26,0.27,0.23,0.3,0.17,0.15,0.31,0.33,0.16,0.37,0.5,0.25,0.23,0.23,0.15,0.17,0.22,0.16,0.23
MLeague_stats2021-10-16,アガリ率,0.28,0.1,0.23,0.2,0.14,0.0,0.22,0.15,0.03,0.21,0.26,0.09,0.16,0.17,0.13,0.23,0.08,0.25,0.21,0.18,0.33,0.13,0.2,0.3,0.33,0.11,0.28,0.15,0.13,0.19,0.2,0.38
MLeague_stats2021-10-16,放銃率,0.08,0.25,0.04,0.3,0.1,0.0,0.07,0.23,0.07,0.1,0.0,0.19,0.12,0.08,0.06,0.15,0.17,0.07,0.05,0.13,0.09,0.11,0.08,0.1,0.04,0.15,0.09,0.1,0.13,0.06,0.08,0.19
MLeague_stats2021-10-16,放銃平均打点,7866.66,5840.0,8000.0,3966.66,3233.33,0.0,3725.0,8400.0,2750.0,5300.0,0.0,5625.0,2600.0,3833.33,5000.0,7000.0,3175.0,4350.0,8000.0,6166.66,7950.0,4925.0,10950.0,2600.0,2000.0,4275.0,8900.0,6500.0,4200.0,3350.0,4350.0,3300.0
MLeague_stats2021-10-16,チーム,drivens,drivens,drivens,drivens,EX,EX,EX,EX,sakura,sakura,sakura,sakura,konami,konami,konami,konami,abemas,abemas,abemas,abemas,sega_summy,sega_summy,sega_summy,sega_summy,raiden,raiden,raiden,raiden,u-next,u-next,u-next,u-next
MLeague_stats2021-11-24,試合数,9.0,8.0,8.0,5.0,7.0,8.0,8.0,7.0,7.0,6.0,7.0,10.0,8.0,9.0,6.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,7.0,6.0,8.0,8.0,6.0,8.0,7.0,10.0,6.0,7.0
MLeague_stats2021-11-24,総局数,101.0,86.0,94.0,53.0,87.0,106.0,91.0,85.0,89.0,62.0,86.0,115.0,94.0,111.0,72.0,95.0,76.0,95.0,76.0,88.0,107.0,94.0,88.0,69.0,103.0,89.0,79.0,97.0,84.0,134.0,66.0,72.0
MLeague_stats2021-11-24,ポイント,54.4,-305.2,61.2,47.3,75.4,224.7,188.5,43.8,-28.9,-123.1,187.6,176.4,163.9,-78.7,33.4,217.9,19.3,70.0,57.7,-189.0,-61.0,-64.1,-50.9,-53.3,-153.3,-59.7,-101.3,-105.2,-88.9,-105.8,-102.0,48.9
MLeague_stats2021-11-24,平着,2.33,3.25,2.25,2.2,2.14,1.75,2.0,2.28,2.71,2.91,1.85,2.04,2.0,2.88,2.41,2.0,2.42,2.25,2.28,3.12,2.66,2.75,2.57,3.0,3.0,2.75,2.83,2.81,2.85,2.7,2.83,2.14
MLeague_stats2021-11-24,1位,2.0,1.0,3.0,2.0,1.0,5.0,4.0,2.0,2.0,0.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0
MLeague_stats2021-11-24,2位,3.0,1.0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,5.0
MLeague_stats2021-11-24,3位,3.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,0.0,2.0,4.0,3.0,2.0,3.0,0.0
MLeague_stats2021-11-24,4位,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0
MLeague_stats2021-11-24,トップ率,0.22,0.12,0.37,0.4,0.14,0.62,0.5,0.28,0.28,0.0,0.57,0.3,0.5,0.33,0.33,0.42,0.28,0.25,0.14,0.0,0.22,0.12,0.14,0.16,0.12,0.25,0.16,0.12,0.14,0.1,0.0,0.14
MLeague_stats2021-11-24,連対率,0.55,0.25,0.62,0.6,0.85,0.75,0.62,0.71,0.42,0.33,0.71,0.7,0.62,0.33,0.33,0.57,0.42,0.5,0.71,0.12,0.33,0.5,0.57,0.33,0.25,0.5,0.33,0.25,0.28,0.5,0.33,0.85
MLeague_stats2021-11-24,ラス回避率,0.88,0.37,0.75,0.8,0.85,0.87,0.87,0.71,0.57,0.66,0.85,0.9,0.87,0.44,0.83,1.0,0.85,1.0,0.85,0.75,0.77,0.62,0.71,0.5,0.62,0.5,0.66,0.75,0.71,0.7,0.83,0.85
MLeague_stats2021-11-24,ベストスコア,44600.0,45200.0,47900.0,35600.0,53000.0,50500.0,60100.0,66700.0,44300.0,33500.0,48200.0,61800.0,62600.0,56200.0,52100.0,105500.0,51900.0,43500.0,45400.0,35400.0,44800.0,57200.0,52300.0,77200.0,38600.0,48400.0,30400.0,47400.0,40800.0,44900.0,37500.0,33300.0
MLeague_stats2021-11-24,平均打点,5317.39,5900.0,7276.47,5183.33,7073.68,6676.92,7352.38,6890.47,8316.66,6776.92,6668.42,6493.1,7062.5,5493.75,5966.66,8650.0,5164.28,7163.15,6965.0,5600.0,6920.0,7757.14,7957.14,6329.41,6435.29,6828.57,5852.94,7253.33,6431.25,5257.69,6053.84,4235.0
MLeague_stats2021-11-24,副露率,0.34,0.19,0.18,0.3,0.16,0.33,0.13,0.2,0.15,0.19,0.22,0.22,0.14,0.13,0.22,0.26,0.18,0.21,0.22,0.15,0.21,0.14,0.17,0.17,0.11,0.11,0.08,0.2,0.21,0.23,0.31,0.19
MLeague_stats2021-11-24,リーチ率,0.21,0.19,0.18,0.18,0.18,0.16,0.24,0.22,0.21,0.25,0.17,0.17,0.2,0.21,0.2,0.24,0.23,0.2,0.19,0.26,0.16,0.17,0.29,0.23,0.27,0.26,0.2,0.17,0.22,0.26,0.15,0.3
MLeague_stats2021-11-24,アガリ率,0.22,0.1,0.18,0.22,0.21,0.24,0.23,0.24,0.13,0.2,0.22,0.25,0.25,0.14,0.25,0.25,0.18,0.2,0.26,0.15,0.18,0.14,0.15,0.24,0.16,0.15,0.21,0.15,0.19,0.19,0.19,0.27
MLeague_stats2021-11-24,放銃率,0.06,0.22,0.1,0.11,0.09,0.1,0.1,0.14,0.12,0.16,0.05,0.08,0.11,0.07,0.08,0.12,0.11,0.11,0.06,0.1,0.12,0.11,0.14,0.1,0.13,0.15,0.13,0.12,0.11,0.1,0.1,0.09
MLeague_stats2021-11-24,放銃平均打点,6828.57,6957.89,5970.0,3516.66,5062.5,5327.27,3540.0,6941.66,3800.0,7990.0,5340.0,5850.0,4345.45,4050.0,5766.66,5141.66,4733.33,4327.27,5440.0,4588.88,6615.38,5518.18,6238.46,4600.0,5335.71,5200.0,6572.72,6416.66,6160.0,7742.85,6471.42,3771.42
MLeague_stats2021-11-24,チーム,drivens,drivens,drivens,drivens,EX,EX,EX,EX,sakura,sakura,sakura,sakura,konami,konami,konami,konami,abemas,abemas,abemas,abemas,sega_summy,sega_summy,sega_summy,sega_summy,raiden,raiden,raiden,raiden,u-next,u-next,u-next,u-next
MLeague_stats2021-11-27,試合数,10.0,8.0,9.0,5.0,8.0,9.0,8.0,7.0,7.0,7.0,8.0,10.0,8.0,9.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,9.0,8.0,6.0,8.0,8.0,7.0,9.0,7.0,11.0,6.0,8.0
MLeague_stats2021-11-27,総局数,112.0,86.0,106.0,53.0,104.0,122.0,91.0,85.0,89.0,79.0,102.0,115.0,94.0,111.0,84.0,106.0,76.0,95.0,109.0,88.0,107.0,110.0,105.0,69.0,103.0,89.0,90.0,109.0,84.0,146.0,66.0,83.0
