チーム,選手名,園田 賢,村上 淳,鈴木 たろう,丸山 奏子,二階堂 亜樹,勝又 健志,松ヶ瀬 隆弥,二階堂 瑠美,内川 幸太郎,岡田 紗佳,沢崎 誠,堀 慎吾,滝沢 和典,佐々木 寿人,高宮 まり,伊達 朱里紗,多井 隆晴,白鳥 翔,松本 吉弘,日向 藍子,魚谷 侑未,近藤 誠一,茅森 早香,東城 りお,萩原 聖人,瀬戸熊 直樹,黒沢 咲,本田 朋広,小林 剛,朝倉 康心,石橋 伸洋,瑞原 明奈
MLeague_stats2021-11-10,試合数,7.0,6.0,6.0,3.0,4.0,6.0,7.0,5.0,4.0,5.0,5.0,8.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,7.0,6.0,4.0,5.0,6.0,6.0,5.0,5.0,5.0,7.0,5.0,5.0
MLeague_stats2021-11-10,総局数,78.0,63.0,67.0,29.0,51.0,71.0,75.0,58.0,54.0,51.0,59.0,88.0,70.0,72.0,61.0,56.0,65.0,60.0,65.0,48.0,73.0,70.0,44.0,55.0,76.0,64.0,57.0,59.0,61.0,89.0,55.0,48.0
MLeague_stats2021-11-10,ポイント,64.9,-250.8,40.0,83.2,30.0,233.0,108.4,27.4,-99.8,-53.0,71.7,36.8,45.2,74.9,-38.7,13.9,38.8,-32.6,98.5,-135.7,26.9,-155.5,-45.3,-30.9,-109.7,60.9,-88.9,-37.4,-75.1,75.1,-68.9,92.7
MLeague_stats2021-11-10,平着,2.28,3.33,2.33,1.66,2.25,1.5,2.14,2.4,3.25,2.7,2.2,2.31,2.33,2.33,2.7,2.4,2.33,2.6,2.0,3.2,2.42,3.16,2.75,3.0,3.0,2.33,3.0,2.7,3.0,2.14,2.8,1.8
MLeague_stats2021-11-10,1位,2.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0
MLeague_stats2021-11-10,2位,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,2.0,4.0
MLeague_stats2021-11-10,3位,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0
MLeague_stats2021-11-10,4位,1.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0
MLeague_stats2021-11-10,トップ率,0.28,0.16,0.5,0.66,0.25,0.66,0.42,0.4,0.0,0.0,0.4,0.12,0.33,0.5,0.2,0.2,0.33,0.0,0.16,0.0,0.28,0.0,0.25,0.2,0.16,0.33,0.2,0.2,0.2,0.14,0.0,0.2
MLeague_stats2021-11-10,連対率,0.57,0.16,0.5,0.66,0.75,0.83,0.57,0.6,0.25,0.4,0.6,0.62,0.5,0.5,0.2,0.4,0.5,0.4,0.83,0.2,0.42,0.33,0.5,0.4,0.33,0.66,0.2,0.4,0.2,0.71,0.4,1.0
MLeague_stats2021-11-10,ラス回避率,0.85,0.33,0.66,1.0,0.75,1.0,0.85,0.6,0.5,0.8,0.8,0.87,0.83,0.66,0.8,1.0,0.83,1.0,1.0,0.6,0.85,0.5,0.5,0.4,0.5,0.66,0.6,0.6,0.6,1.0,0.8,1.0
MLeague_stats2021-11-10,ベストスコア,44600.0,45200.0,47900.0,35600.0,53000.0,48800.0,48400.0,66700.0,29600.0,33500.0,48200.0,43900.0,62600.0,56200.0,45500.0,40700.0,51900.0,43500.0,45400.0,35400.0,44800.0,38400.0,52300.0,77200.0,38600.0,48400.0,30400.0,47400.0,40800.0,44900.0,37500.0,33300.0
MLeague_stats2021-11-10,平均打点,4331.57,8720.0,6500.0,5100.0,6109.09,6811.11,7393.75,7300.0,8580.0,6008.33,6371.42,6325.0,6847.05,6654.54,5578.57,7955.55,5483.33,6575.0,7682.35,5150.0,6853.33,6442.85,6800.0,6550.0,5646.15,7238.46,5766.66,8560.0,8440.0,5063.15,5845.45,3806.66
MLeague_stats2021-11-10,副露率,0.34,0.2,0.14,0.34,0.21,0.33,0.12,0.15,0.18,0.21,0.23,0.21,0.1,0.12,0.18,0.26,0.15,0.2,0.23,0.16,0.21,0.15,0.18,0.2,0.14,0.12,0.08,0.25,0.18,0.28,0.34,0.22
MLeague_stats2021-11-10,リーチ率,0.19,0.25,0.19,0.2,0.13,0.15,0.26,0.22,0.16,0.25,0.16,0.19,0.22,0.23,0.24,0.23,0.27,0.18,0.18,0.27,0.17,0.15,0.36,0.25,0.19,0.29,0.22,0.13,0.27,0.22,0.16,0.31
MLeague_stats2021-11-10,アガリ率,0.24,0.07,0.19,0.24,0.21,0.25,0.21,0.22,0.09,0.23,0.23,0.22,0.24,0.15,0.22,0.16,0.18,0.2,0.26,0.12,0.2,0.1,0.15,0.25,0.17,0.2,0.21,0.16,0.16,0.21,0.2,0.31
MLeague_stats2021-11-10,放銃率,0.05,0.26,0.13,0.13,0.11,0.05,0.13,0.13,0.11,0.13,0.08,0.1,0.11,0.06,0.09,0.16,0.09,0.11,0.07,0.1,0.1,0.11,0.13,0.09,0.1,0.12,0.15,0.15,0.14,0.06,0.1,0.12
MLeague_stats2021-11-10,放銃平均打点,7200.0,6982.35,6200.0,3475.0,4483.33,4700.0,3540.0,6587.5,3800.0,5985.71,5340.0,6333.33,4075.0,2900.0,5766.66,4855.55,6116.66,5128.57,5440.0,4680.0,6075.0,5037.5,8083.33,4880.0,5512.5,5287.5,6744.44,6344.44,6555.55,4083.33,4883.33,3750.0
MLeague_stats2021-11-10,チーム,drivens,drivens,drivens,drivens,EX,EX,EX,EX,sakura,sakura,sakura,sakura,konami,konami,konami,konami,abemas,abemas,abemas,abemas,sega_summy,sega_summy,sega_summy,sega_summy,raiden,raiden,raiden,raiden,u-next,u-next,u-next,u-next
MLeague_stats2021-11-07,試合数,6.0,5.0,6.0,3.0,4.0,5.0,6.0,5.0,4.0,4.0,5.0,7.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,7.0,5.0,4.0
MLeague_stats2021-11-07,総局数,70.0,54.0,67.0,29.0,51.0,56.0,67.0,58.0,54.0,42.0,59.0,80.0,62.0,72.0,52.0,56.0,57.0,60.0,50.0,48.0,65.0,70.0,44.0,46.0,61.0,56.0,57.0,59.0,46.0,89.0,55.0,40.0
MLeague_stats2021-11-07,ポイント,1.9,-316.0,40.0,83.2,30.0,164.2,127.1,27.4,-99.8,-43.9,71.7,28.8,96.2,74.9,-29.6,13.9,81.8,-32.6,77.1,-135.7,46.9,-155.5,-45.3,16.1,-48.3,50.1,-88.9,-37.4,-46.3,75.1,-68.9,41.8
MLeague_stats2021-11-07,平着,2.5,3.8,2.33,1.66,2.25,1.6,2.0,2.4,3.25,2.75,2.2,2.35,2.0,2.33,2.75,2.4,2.0,2.6,2.0,3.2,2.33,3.16,2.75,2.75,2.8,2.4,3.0,2.7,3.0,2.14,2.8,2.0
MLeague_stats2021-11-07,1位,1.0,0.0,3.0,2.0,1.0,3.0,3.0,2.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
MLeague_stats2021-11-07,2位,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,4.0
MLeague_stats2021-11-07,3位,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0
MLeague_stats2021-11-07,4位,1.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0
MLeague_stats2021-11-07,トップ率,0.16,0.0,0.5,0.66,0.25,0.6,0.5,0.4,0.0,0.0,0.4,0.14,0.4,0.5,0.25,0.2,0.4,0.0,0.2,0.0,0.33,0.0,0.25,0.25,0.2,0.4,0.2,0.2,0.25,0.14,0.0,0.0
MLeague_stats2021-11-07,連対率,0.5,0.0,0.5,0.66,0.75,0.8,0.66,0.6,0.25,0.5,0.6,0.57,0.6,0.5,0.25,0.4,0.6,0.4,0.8,0.2,0.5,0.33,0.5,0.5,0.4,0.6,0.2,0.4,0.25,0.71,0.4,1.0
MLeague_stats2021-11-07,ラス回避率,0.83,0.2,0.66,1.0,0.75,1.0,0.83,0.6,0.5,0.75,0.8,0.85,1.0,0.66,0.75,1.0,1.0,1.0,1.0,0.6,0.83,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.5,1.0,0.8,1.0
MLeague_stats2021-11-07,ベストスコア,44600.0,10600.0,47900.0,35600.0,53000.0,48400.0,48400.0,66700.0,29600.0,33500.0,48200.0,43900.0,62600.0,56200.0,45500.0,40700.0,51900.0,43500.0,45400.0,35400.0,44800.0,38400.0,52300.0,77200.0,38600.0,48400.0,30400.0,47400.0,40800.0,44900.0,37500.0,33300.0
MLeague_stats2021-11-07,平均打点,4086.66,8600.0,6500.0,5100.0,6109.09,6358.33,7086.66,7300.0,8580.0,5910.0,6371.42,6138.88,7025.0,6654.54,5927.27,7955.55,5618.18,6575.0,7123.07,5150.0,6485.71,6442.85,6800.0,6438.46,5875.0,8370.0,5766.66,8560.0,6628.57,5063.15,5845.45,3784.61
MLeague_stats2021-11-07,副露率,0.35,0.18,0.14,0.34,0.21,0.33,0.1,0.15,0.18,0.21,0.23,0.23,0.08,0.12,0.13,0.26,0.14,0.2,0.26,0.16,0.23,0.15,0.18,0.17,0.18,0.1,0.08,0.25,0.21,0.28,0.34,0.25
MLeague_stats2021-11-07,リーチ率,0.2,0.29,0.19,0.2,0.13,0.14,0.28,0.22,0.16,0.28,0.16,0.18,0.24,0.23,0.23,0.23,0.26,0.18,0.18,0.27,0.16,0.15,0.36,0.28,0.19,0.28,0.22,0.13,0.19,0.22,0.16,0.35
MLeague_stats2021-11-07,アガリ率,0.21,0.03,0.19,0.24,0.21,0.21,0.22,0.22,0.09,0.23,0.23,0.22,0.25,0.15,0.21,0.16,0.19,0.2,0.26,0.12,0.21,0.1,0.15,0.28,0.19,0.17,0.21,0.16,0.15,0.21,0.2,0.32
MLeague_stats2021-11-07,放銃率,0.05,0.29,0.13,0.13,0.11,0.03,0.1,0.13,0.11,0.11,0.08,0.11,0.11,0.06,0.09,0.16,0.08,0.11,0.08,0.1,0.09,0.11,0.13,0.08,0.13,0.12,0.15,0.15,0.13,0.06,0.1,0.15
MLeague_stats2021-11-07,放銃平均打点,7200.0,7356.25,6200.0,3475.0,4483.33,1950.0,3571.42,6587.5,3800.0,6520.0,5340.0,6333.33,3514.28,2900.0,5320.0,4855.55,4940.0,5128.57,6300.0,4680.0,6600.0,5037.5,8083.33,4100.0,5512.5,5485.71,6744.44,6344.44,4966.66,4083.33,4883.33,3750.0
MLeague_stats2021-11-07,チーム,drivens,drivens,drivens,drivens,EX,EX,EX,EX,sakura,sakura,sakura,sakura,konami,konami,konami,konami,abemas,abemas,abemas,abemas,sega_summy,sega_summy,sega_summy,sega_summy,raiden,raiden,raiden,raiden,u-next,u-next,u-next,u-next
MLeague_stats2021-11-13,試合数,7.0,6.0,7.0,4.0,5.0,7.0,7.0,5.0,5.0,5.0,6.0,8.0,6.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,8.0,7.0,4.0,5.0,6.0,6.0,5.0,7.0,6.0,8.0,5.0,5.0
MLeague_stats2021-11-13,総局数,78.0,63.0,84.0,40.0,63.0,84.0,75.0,58.0,67.0,51.0,71.0,88.0,70.0,83.0,61.0,73.0,65.0,71.0,65.0,65.0,85.0,83.0,44.0,55.0,76.0,64.0,57.0,84.0,72.0,106.0,55.0,48.0
MLeague_stats2021-11-13,ポイント,64.9,-250.8,57.2,97.0,41.4,303.5,108.4,27.4,-156.1,-53.0,133.3,36.8,45.2,26.7,-38.7,92.4,38.8,24.6,98.5,-143.9,-26.7,-141.3,-45.3,-30.9,-109.7,60.9,-88.9,-85.2,-97.9,-12.4,-68.9,92.7
MLeague_stats2021-11-13,平着,2.28,3.33,2.28,1.75,2.2,1.42,2.14,2.4,3.4,2.7,2.0,2.31,2.33,2.57,2.7,2.16,2.33,2.33,2.0,3.16,2.62,3.0,2.75,3.0,3.0,2.33,3.0,2.78,3.0,2.37,2.8,1.8
MLeague_stats2021-11-13,1位,2.0,1.0,3.0,2.0,1.0,5.0,3.0,2.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0
MLeague_stats2021-11-13,2位,2.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,2.0,4.0
MLeague_stats2021-11-13,3位,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,0.0
MLeague_stats2021-11-13,4位,1.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0
MLeague_stats2021-11-13,トップ率,0.28,0.16,0.42,0.5,0.2,0.71,0.42,0.4,0.0,0.0,0.5,0.12,0.33,0.42,0.2,0.33,0.33,0.16,0.16,0.0,0.25,0.0,0.25,0.2,0.16,0.33,0.2,0.14,0.16,0.12,0.0,0.2
MLeague_stats2021-11-13,連対率,0.57,0.16,0.57,0.75,0.8,0.85,0.57,0.6,0.2,0.4,0.66,0.62,0.5,0.42,0.2,0.5,0.5,0.5,0.83,0.16,0.37,0.42,0.5,0.4,0.33,0.66,0.2,0.28,0.16,0.62,0.4,1.0
MLeague_stats2021-11-13,ラス回避率,0.85,0.33,0.71,1.0,0.8,1.0,0.85,0.6,0.4,0.8,0.83,0.87,0.83,0.57,0.8,1.0,0.83,1.0,1.0,0.66,0.75,0.57,0.5,0.4,0.5,0.66,0.6,0.71,0.66,0.87,0.8,1.0
MLeague_stats2021-11-13,ベストスコア,44600.0,45200.0,47900.0,35600.0,53000.0,50500.0,48400.0,66700.0,29600.0,33500.0,48200.0,43900.0,62600.0,56200.0,45500.0,58500.0,51900.0,43500.0,45400.0,35400.0,44800.0,38400.0,52300.0,77200.0,38600.0,48400.0,30400.0,47400.0,40800.0,44900.0,37500.0,33300.0
MLeague_stats2021-11-13,平均打点,4331.57,8720.0,7366.66,5181.81,6507.14,6483.33,7393.75,7300.0,7483.33,6008.33,6752.94,6325.0,6847.05,6191.66,5578.57,8160.0,5483.33,6631.25,7682.35,5320.0,6988.23,6900.0,6800.0,6550.0,5646.15,7238.46,5766.66,7925.0,7533.33,4910.0,5845.45,3806.66
MLeague_stats2021-11-13,副露率,0.34,0.2,0.19,0.32,0.2,0.34,0.12,0.15,0.19,0.21,0.21,0.21,0.1,0.13,0.18,0.24,0.15,0.19,0.23,0.16,0.22,0.13,0.18,0.2,0.14,0.12,0.08,0.22,0.19,0.27,0.34,0.22
MLeague_stats2021-11-13,リーチ率,0.19,0.25,0.19,0.22,0.14,0.15,0.26,0.22,0.16,0.25,0.18,0.19,0.22,0.2,0.24,0.21,0.27,0.19,0.18,0.23,0.17,0.16,0.36,0.25,0.19,0.29,0.22,0.15,0.23,0.21,0.16,0.31
MLeague_stats2021-11-13,アガリ率,0.24,0.07,0.17,0.27,0.22,0.28,0.21,0.22,0.08,0.23,0.23,0.22,0.24,0.14,0.22,0.2,0.18,0.22,0.26,0.15,0.2,0.12,0.15,0.25,0.17,0.2,0.21,0.14,0.16,0.18,0.2,0.31
MLeague_stats2021-11-13,放銃率,0.05,0.26,0.11,0.12,0.11,0.05,0.13,0.13,0.13,0.13,0.07,0.1,0.11,0.07,0.09,0.15,0.09,0.11,0.07,0.09,0.14,0.12,0.13,0.09,0.1,0.12,0.15,0.13,0.13,0.08,0.1,0.12
MLeague_stats2021-11-13,放銃平均打点,7200.0,6982.35,5970.0,3180.0,5557.14,5360.0,3540.0,6587.5,3988.88,5985.71,5340.0,6333.33,4075.0,2750.0,5766.66,4881.81,6116.66,5450.0,5440.0,4233.33,6841.66,5430.0,8083.33,4880.0,5512.5,5287.5,6744.44,6272.72,6160.0,6722.22,4883.33,3750.0
MLeague_stats2021-11-13,チーム,drivens,drivens,drivens,drivens,EX,EX,EX,EX,sakura,sakura,sakura,sakura,konami,konami,konami,konami,abemas,abemas,abemas,abemas,sega_summy,sega_summy,sega_summy,sega_summy,raiden,raiden,raiden,raiden,u-next,u-next,u-next,u-next
MLeague_stats2021-11-06,試合数,6.0,5.0,6.0,3.0,4.0,5.0,6.0,5.0,4.0,4.0,5.0,7.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,7.0,5.0,4.0
MLeague_stats2021-11-06,総局数,70.0,54.0,67.0,29.0,51.0,56.0,67.0,58.0,54.0,42.0,59.0,80.0,62.0,72.0,52.0,56.0,57.0,60.0,50.0,48.0,65.0,70.0,44.0,46.0,61.0,56.0,57.0,59.0,46.0,89.0,55.0,40.0
MLeague_stats2021-11-06,ポイント,1.9,-316.0,40.0,83.2,30.0,164.2,127.1,27.4,-99.8,-43.9,71.7,28.8,96.2,74.9,-29.6,13.9,81.8,-32.6,77.1,-135.7,46.9,-155.5,-45.3,16.1,-48.3,50.1,-88.9,-37.4,-46.3,75.1,-68.9,41.8
MLeague_stats2021-11-06,平着,2.5,3.8,2.33,1.66,2.25,1.6,2.0,2.4,3.25,2.75,2.2,2.35,2.0,2.33,2.75,2.4,2.0,2.6,2.0,3.2,2.33,3.16,2.75,2.75,2.8,2.4,3.0,2.7,3.0,2.14,2.8,2.0
MLeague_stats2021-11-06,1位,1.0,0.0,3.0,2.0,1.0,3.0,3.0,2.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
MLeague_stats2021-11-06,2位,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,4.0
MLeague_stats2021-11-06,3位,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0
MLeague_stats2021-11-06,4位,1.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0
MLeague_stats2021-11-06,トップ率,0.16,0.0,0.5,0.66,0.25,0.6,0.5,0.4,0.0,0.0,0.4,0.14,0.4,0.5,0.25,0.2,0.4,0.0,0.2,0.0,0.33,0.0,0.25,0.25,0.2,0.4,0.2,0.2,0.25,0.14,0.0,0.0
MLeague_stats2021-11-06,連対率,0.5,0.0,0.5,0.66,0.75,0.8,0.66,0.6,0.25,0.5,0.6,0.57,0.6,0.5,0.25,0.4,0.6,0.4,0.8,0.2,0.5,0.33,0.5,0.5,0.4,0.6,0.2,0.4,0.25,0.71,0.4,1.0
MLeague_stats2021-11-06,ラス回避率,0.83,0.2,0.66,1.0,0.75,1.0,0.83,0.6,0.5,0.75,0.8,0.85,1.0,0.66,0.75,1.0,1.0,1.0,1.0,0.6,0.83,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.5,1.0,0.8,1.0
MLeague_stats2021-11-06,ベストスコア,44600.0,10600.0,47900.0,35600.0,53000.0,48400.0,48400.0,66700.0,29600.0,33500.0,48200.0,43900.0,62600.0,56200.0,45500.0,40700.0,51900.0,43500.0,45400.0,35400.0,44800.0,38400.0,52300.0,77200.0,38600.0,48400.0,30400.0,47400.0,40800.0,44900.0,37500.0,33300.0
MLeague_stats2021-11-06,平均打点,4086.66,8600.0,6500.0,5100.0,6109.09,6358.33,7086.66,7300.0,8580.0,5910.0,6371.42,6138.88,7025.0,6654.54,5927.27,7955.55,5618.18,6575.0,7123.07,5150.0,6485.71,6442.85,6800.0,6438.46,5875.0,8370.0,5766.66,8560.0,6628.57,5063.15,5845.45,3784.61
MLeague_stats2021-11-06,副露率,0.35,0.18,0.14,0.34,0.21,0.33,0.1,0.15,0.18,0.21,0.23,0.23,0.08,0.12,0.13,0.26,0.14,0.2,0.26,0.16,0.23,0.15,0.18,0.17,0.18,0.1,0.08,0.25,0.21,0.28,0.34,0.25
MLeague_stats2021-11-06,リーチ率,0.2,0.29,0.19,0.2,0.13,0.14,0.28,0.22,0.16,0.28,0.16,0.18,0.24,0.23,0.23,0.23,0.26,0.18,0.18,0.27,0.16,0.15,0.36,0.28,0.19,0.28,0.22,0.13,0.19,0.22,0.16,0.35
MLeague_stats2021-11-06,アガリ率,0.21,0.03,0.19,0.24,0.21,0.21,0.22,0.22,0.09,0.23,0.23,0.22,0.25,0.15,0.21,0.16,0.19,0.2,0.26,0.12,0.21,0.1,0.15,0.28,0.19,0.17,0.21,0.16,0.15,0.21,0.2,0.32
MLeague_stats2021-11-06,放銃率,0.05,0.29,0.13,0.13,0.11,0.03,0.1,0.13,0.11,0.11,0.08,0.11,0.11,0.06,0.09,0.16,0.08,0.11,0.08,0.1,0.09,0.11,0.13,0.08,0.13,0.12,0.15,0.15,0.13,0.06,0.1,0.15
MLeague_stats2021-11-06,放銃平均打点,7200.0,7356.25,6200.0,3475.0,4483.33,1950.0,3571.42,6587.5,3800.0,6520.0,5340.0,6333.33,3514.28,2900.0,5320.0,4855.55,4940.0,5128.57,6300.0,4680.0,6600.0,5037.5,8083.33,4100.0,5512.5,5485.71,6744.44,6344.44,4966.66,4083.33,4883.33,3750.0
MLeague_stats2021-11-06,チーム,drivens,drivens,drivens,drivens,EX,EX,EX,EX,sakura,sakura,sakura,sakura,konami,konami,konami,konami,abemas,abemas,abemas,abemas,sega_summy,sega_summy,sega_summy,sega_summy,raiden,raiden,raiden,raiden,u-next,u-next,u-next,u-next
MLeague_stats2021-11-17,試合数,8.0,7.0,7.0,4.0,6.0,7.0,7.0,6.0,5.0,6.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,8.0,8.0,5.0,5.0,7.0,7.0,5.0,7.0,6.0,9.0,6.0,5.0
MLeague_stats2021-11-17,総局数,89.0,74.0,84.0,40.0,74.0,84.0,75.0,73.0,67.0,62.0,86.0,88.0,81.0,83.0,72.0,73.0,76.0,71.0,76.0,65.0,85.0,94.0,59.0,55.0,87.0,75.0,57.0,84.0,72.0,121.0,66.0,48.0
MLeague_stats2021-11-17,ポイント,71.2,-245.2,57.2,97.0,67.4,303.5,108.4,32.6,-156.1,-123.1,187.6,36.8,97.2,26.7,33.4,92.4,19.3,24.6,57.7,-143.9,-26.7,-64.1,-62.6,-30.9,-127.2,2.7,-88.9,-85.2,-97.9,-54.6,-102.0,92.7
MLeague_stats2021-11-17,平着,2.25,3.14,2.28,1.75,2.16,1.42,2.14,2.33,3.4,2.91,1.85,2.31,2.14,2.57,2.41,2.16,2.42,2.33,2.28,3.16,2.62,2.75,2.8,3.0,3.0,2.57,3.0,2.78,3.0,2.55,2.83,1.8
MLeague_stats2021-11-17,1位,2.0,1.0,3.0,2.0,1.0,5.0,3.0,2.0,0.0,0.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0
MLeague_stats2021-11-17,2位,3.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,2.0,4.0
MLeague_stats2021-11-17,3位,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,3.0,2.0,3.0,0.0
MLeague_stats2021-11-17,4位,1.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0
MLeague_stats2021-11-17,トップ率,0.25,0.14,0.42,0.5,0.16,0.71,0.42,0.33,0.0,0.0,0.57,0.12,0.42,0.42,0.33,0.33,0.28,0.16,0.14,0.0,0.25,0.12,0.2,0.2,0.14,0.28,0.2,0.14,0.16,0.11,0.0,0.2
MLeague_stats2021-11-17,連対率,0.62,0.28,0.57,0.75,0.83,0.85,0.57,0.66,0.2,0.33,0.71,0.62,0.57,0.42,0.33,0.5,0.42,0.5,0.71,0.16,0.37,0.5,0.4,0.4,0.28,0.57,0.2,0.28,0.16,0.55,0.33,1.0
MLeague_stats2021-11-17,ラス回避率,0.87,0.42,0.71,1.0,0.83,1.0,0.85,0.66,0.4,0.66,0.85,0.87,0.85,0.57,0.83,1.0,0.85,1.0,0.85,0.66,0.75,0.62,0.6,0.4,0.57,0.57,0.6,0.71,0.66,0.77,0.83,1.0
MLeague_stats2021-11-17,ベストスコア,44600.0,45200.0,47900.0,35600.0,53000.0,50500.0,48400.0,66700.0,29600.0,33500.0,48200.0,43900.0,62600.0,56200.0,52100.0,58500.0,51900.0,43500.0,45400.0,35400.0,44800.0,57200.0,52300.0,77200.0,38600.0,48400.0,30400.0,47400.0,40800.0,44900.0,37500.0,33300.0
MLeague_stats2021-11-17,平均打点,4680.95,6387.5,7366.66,5181.81,7123.52,6483.33,7393.75,7311.76,7483.33,6776.92,6668.42,6325.0,7178.94,6191.66,5966.66,8160.0,5164.28,6631.25,6965.0,5320.0,6988.23,7757.14,7511.11,6550.0,5960.0,7238.46,5766.66,7925.0,7533.33,5121.73,6053.84,3806.66
MLeague_stats2021-11-17,副露率,0.34,0.21,0.19,0.32,0.18,0.34,0.12,0.16,0.19,0.19,0.22,0.21,0.11,0.13,0.22,0.24,0.18,0.19,0.22,0.16,0.22,0.14,0.18,0.2,0.13,0.12,0.08,0.22,0.19,0.25,0.31,0.22
